@quelle	Gedruckte Speisekarte Pizzahaus Pinocchio, Bahnhofstr. 6, Ennigerloh (PDF "YASSER 13.09", erhalten 15.09.2026), abgetippt am 16.09.2026
@pos_start	pizza
@groessen	mini=20 cm	normal=28 cm	maxi=32 cm
@extras	mini=1.5	normal=1.5	maxi=1.5
@extras_sonder	Mozzarella=1.5	Gorgonzola=1.5
@extras_hinweis	Extrabelag 1,50 EUR fuer alle Groessen, wie gedruckt. Vom Betreiber am 16.09.2026 bestaetigt.
@hinweis	Maxi 32 cm wie gedruckt, vom Betreiber am 16.09.2026 bestaetigt. Die Klon-Vorlage fuehrt abweichend 31 cm - das ist dort so gewollt und wird hier NICHT angeglichen.
# pizza	Unser Pizza Sortiment	pizza
1	Pizza Margherita	Tomaten, Käse²	5.50	7.50	9.00
2	Pizza Cipolla	Tomaten, Käse², Zwiebeln	6.00	8.50	10.00
3	Pizza Funghi	Tomaten, Käse², Pilze	6.00	8.50	10.00
4	Pizza Paprika	Tomaten, Käse², Paprika	6.00	8.50	10.00
5	Pizza Prosciutto	Tomaten, Käse², Schinken¹	6.00	8.50	10.00
6	Pizza Salami	Tomaten, Käse², Salami³	6.00	8.50	10.00
7	Pizza Tonno	Tomaten, Käse², Thunfisch	6.00	8.50	10.00
8	Pizza Tonno Cipolla	Tomaten, Käse², Thunfisch, Zwiebeln	6.50	9.00	10.50
9	Pizza Primavera	Tomaten, Käse², Salami³, Pilze	6.50	9.00	10.50
10	Pizza Romana	Tomaten, Käse², Schinken¹, Pilze	6.50	9.50	10.50
11	Pizza Dallas	Tomaten, Käse², Spinat, Krabben, Knoblauch	6.50	9.50	10.50
12	Pizza Hawaii	Tomaten, Käse², Schinken¹, Ananas	6.50	9.50	10.50
13	Pizza Atlanta	Tomaten, Käse², Spinat, Gorgonzolakäse, Knoblauch	6.50	9.50	10.50
14	Pizza Quattro Stagioni	Tomaten, Käse², Schinken¹, Artischocken, Paprika, Pilze	6.50	9.50	10.50
15	Pizza Vegetaria	Frische Tomaten, Käse², Spinat, Broccoli, Zwiebeln, Paprika, Knoblauch	6.50	9.50	10.50
16	Pizza Calzone (gefüllte Pizza)	Tomaten, Käse², Pilze, Schinken¹, Salami³	6.50	9.50	10.50
